Wall time,Step,Value
1729021872.3582003,1,0.0
1729021886.4421651,2,0.0
1729021998.3363907,4,0.0
1729022123.8052351,5,0.0
1729022184.623727,6,0.0
1729022227.431676,7,0.001459853956475854
1729022283.2692075,8,0.001179245300590992
1729022437.4851396,9,0.0
1729022483.6886847,10,0.0
1729022516.558753,11,0.005235602147877216
1729022565.3604171,12,0.0018382353009656072
1729022801.719429,13,0.0042105261236429214
1729022844.4671729,14,0.0052770450711250305
1729022862.3810177,15,0.0
1729022885.7637565,16,0.012578615918755531
1729023079.4428658,17,0.0
1729023110.9685369,18,0.033088237047195435
1729023150.5566235,19,0.013307984918355942
1729023204.485729,20,0.03320562094449997
1729023474.075587,21,0.06397306174039841
1729023560.0352552,22,0.0
1729023594.9311895,23,0.08762886375188828
1729023603.2922566,24,0.04301075264811516
1729023866.1253083,25,0.08461538702249527
1729023927.53472,26,0.08737864345312119
1729024108.4783783,28,0.09854267537593842
1729024468.6927383,31,0.1312217265367508
1729024559.5367856,32,0.10526315867900848
1729024875.0909636,33,0.3333333432674408
1729024925.6708672,34,0.1818181872367859
1729025021.7391474,35,0.12748238444328308
1729025433.51432,37,0.07894736528396606
1729025532.7223241,38,0.16132929921150208
1729025631.940928,39,0.14491917192935944
1729025682.5382807,40,0.12974683940410614
1729026086.458732,41,0.166528582572937
1729026185.525113,43,0.13375796377658844
1729026286.1338763,44,0.18256475031375885
1729026711.8197215,45,0.16393442451953888
1729026767.0481024,46,0.2222222238779068
1729026785.6467712,47,0.15000000596046448
1729026852.282963,48,0.15347018837928772
1729027247.9221845,50,0.2380952388048172
1729027252.6765816,51,0.20000000298023224
1729027692.9691613,53,0.19277885556221008
1729027712.8931892,54,0.16349810361862183
1729027725.620433,55,0.24864864349365234
1729027787.1443603,56,0.20000000298023224
1729028087.4636667,57,0.20000000298023224
1729028097.760257,58,0.2554744482040405
1729028164.3983343,60,0.20980392396450043
1729028495.5011942,61,0.2308294177055359
1729028572.4635358,62,0.21287128329277039
1729028653.846077,63,0.21910113096237183
1729028759.970863,64,0.24367274343967438
1729029037.8412848,65,0.12944984436035156
1729029076.0526266,66,0.12852664291858673
1729029154.0255506,67,0.10487804561853409
1729029216.3759787,68,0.11265970021486282
1729029511.6749432,69,0.0
1729029565.5533836,70,0.07927677035331726
1729029704.712077,72,0.24242424964904785
1729029973.4092724,73,0.27220630645751953
1729029996.5215468,74,0.40740740299224854
1729030052.8385396,75,0.08951707929372787
1729030084.387537,76,0.043478261679410934
1729030343.423566,77,0.06498195230960846
1729030376.6433194,78,0.05520833283662796
1729030383.5097363,79,0.08387096971273422
1729030395.9666111,80,0.056880734860897064
1729030548.38468,82,0.10906039923429489
1729030566.2534902,83,0.07416880130767822
1729030737.6355639,85,0.3378378450870514
1729030743.8535023,86,0.31598514318466187
1729030755.2535412,87,0.08768656849861145
1729030769.9695392,88,0.27022653818130493
1729030892.3234737,89,0.0535714291036129
1729030915.4336421,90,0.07090909034013748
1729030944.0779154,92,0.2538759708404541
1729031085.797617,93,0.16291533410549164
1729031109.8858652,94,0.12113402038812637
1729031132.7753327,95,0.09300095587968826
1729031144.7413259,96,0.18008475005626678
1729031307.1575036,97,0.004788507707417011
1729031309.2225423,98,0.016393441706895828
1729031375.1416774,100,0.02622673474252224
1729031536.1901295,101,0.0
1729031572.0493393,102,0.0
1729031608.0118163,103,0.0
1729031627.1877048,104,0.0
1729031831.1401627,105,0.0
1729031870.226631,106,0.0
1729031899.178675,107,0.0
1729032135.5278146,109,0.05376344174146652
1729032140.8833542,110,0.23618090152740479
1729032141.696096,111,0.0
1729032143.201916,112,0.08510638028383255
1729032302.6557386,113,0.19230769574642181
1729032315.47126,114,0.08793970197439194
1729032354.5495348,115,0.05751634016633034
1729032393.136586,116,0.017419354990124702
1729032572.073554,117,0.2348484843969345
1729032593.110431,118,0.1318681389093399
1729032608.6978557,119,0.2628205120563507
1729032637.029981,120,0.41559484601020813
1729032819.5956554,121,0.33632734417915344
1729032846.3327193,122,0.16923077404499054
1729032850.9083552,123,0.6470588445663452
1729032880.1668458,124,0.27659574151039124
1729033053.4611588,125,0.09150326997041702
1729033085.0030763,126,0.15315933525562286
1729033128.1600623,127,0.21939833462238312
1729033147.8395925,128,0.12962962687015533
1729033378.659935,130,0.1513812094926834
1729033391.2745261,131,0.19291338324546814
1729033660.0173545,134,0.1575532853603363
1729033702.2526348,135,0.17883597314357758
1729033925.142399,137,0.46311476826667786
1729033943.8332398,138,0.16545012593269348
1729033980.9611485,140,0.4091549217700958
1729034233.096073,142,0.00805729627609253
1729034242.7091935,143,0.06561680138111115
1729034272.2434893,144,0.012820512987673283
1729034480.3016884,145,0.0827067643404007
1729034504.3978524,146,0.010256410576403141
1729034517.0019379,147,0.007984031923115253
1729034722.1774752,149,0.0
1729034723.7446668,150,0.0
1729034752.3777874,151,0.0
1729034768.426923,152,0.006369426846504211
1729034946.6517403,154,0.047385621815919876
1729034950.7634957,155,0.16438356041908264
1729034954.9503136,156,0.14960630238056183
1729035120.5087628,157,0.01659959740936756
1729035143.533578,158,0.011603375896811485
1729035153.1831987,159,0.02570694126188755
1729035185.118698,160,0.039647575467824936
1729035352.4175115,162,0.0
1729035362.8111572,163,0.0
1729035559.4655225,165,0.47999998927116394
1729035605.5469668,166,0.07266435772180557
1729035620.5802495,168,0.13905325531959534
1729035813.804512,169,0.26735514402389526
1729035863.3867726,170,0.2674081325531006
1729035889.454706,172,0.32024168968200684
1729036081.2491045,173,0.27508091926574707
1729036131.0952659,174,0.28696924448013306
1729036194.3452995,176,0.2737686038017273
1729036378.3666456,177,0.4968152940273285
1729036393.8364983,178,0.3001605272293091
1729036434.8560581,179,0.3685503602027893
1729036678.4541087,181,0.3140496015548706
1729036705.6987212,182,0.33185839653015137
1729036730.889924,183,0.4404536783695221
1729036768.824509,184,0.34504005312919617
1729036944.3593667,185,0.40645161271095276
1729036945.0307848,186,0.0
1729036974.3225293,187,0.36781609058380127
1729037026.0822651,188,0.33643487095832825
1729037242.5285017,189,0.3416402339935303
1729037313.0391574,191,0.4115420877933502
1729037321.249446,192,0.744027316570282
1729037595.2929604,195,0.35008975863456726
1729037913.5780334,199,0.34805193543434143
1729037931.6601148,200,0.3500678539276123
1729038189.7163894,202,0.4644351601600647
1729038209.7047777,203,0.3497537076473236
1729038248.4343295,204,0.39673277735710144
1729038462.4879224,206,0.35765549540519714
1729038500.0848427,207,0.3675937056541443
1729038518.4512079,208,0.4830508530139923
1729038729.733185,209,0.3494282066822052
1729038758.844547,210,0.40882596373558044
1729038960.9019017,213,0.6571428775787354
1729038978.700225,214,0.3402489721775055
1729038986.87952,215,0.33870968222618103
1729039018.7164462,216,0.45418640971183777
1729039193.2135456,217,0.3581560254096985
1729039212.8810453,218,0.36632201075553894
1729039228.549523,219,0.38372093439102173
1729039240.3837726,220,0.3499999940395355
1729039418.4526339,221,0.3597848117351532
1729039422.239485,222,0.3529411852359772
1729039437.929175,223,0.36461538076400757
1729039440.109946,224,0.2876712381839752
1729039600.3861942,226,0.3393782377243042
1729039617.9369292,227,0.4516128897666931
1729039622.4657865,228,0.3378378450870514
1729039783.7633111,230,0.33598408102989197
1729039790.0281715,231,0.3781512677669525
1729039843.591444,232,0.36730945110321045
1729039976.727456,233,0.36627906560897827
1729039992.9064727,234,0.38629284501075745
1729040000.3704736,235,0.33561643958091736
1729040005.946542,236,0.8252426981925964
1729040174.7876704,238,0.39170506596565247
1729040191.3535645,239,0.35014408826828003
1729040355.9978895,241,0.4148244559764862
1729040381.9748547,242,0.3803088665008545
1729040391.085114,243,0.35277777910232544
1729040562.780441,245,0.4103737473487854
1729040575.2654126,246,0.5323076844215393
1729040582.6116743,247,0.35640138387680054
1729040617.069789,248,0.4640410840511322
1729040756.2379782,249,0.3870967626571655
1729040760.2068613,250,0.4285714328289032
1729040773.3287644,251,0.3690248429775238
1729040779.1178672,252,0.3786407709121704
1729040904.9694169,253,0.3936651647090912
1729040923.5235584,254,0.4366438388824463
1729040932.1816297,255,0.4851190447807312
1729040956.6561797,256,0.43979591131210327
1729041104.8594348,257,0.12223392724990845
1729041132.489933,259,0.038007862865924835
1729041147.0153174,260,0.1709090918302536
1729041273.2019312,261,0.3279132843017578
1729041310.37448,262,0.39537954330444336
1729041386.8359282,264,0.4906311631202698
1729041525.280997,265,0.4192708432674408
1729041555.4189565,266,0.3214285671710968
1729041594.4332306,268,0.02631578966975212
1729041752.5184965,270,0.010273972526192665
1729041760.3213356,272,0.0
1729041903.578871,273,0.5
1729041940.01379,274,0.09000000357627869
1729041958.9491465,275,0.08183079212903976
1729041981.12037,276,0.16606929898262024
1729042115.5608454,278,0.06962025165557861
1729042144.1578689,279,0.0
1729042172.3986363,280,0.18881118297576904
1729042311.8330243,281,0.3557046949863434
1729042336.4185941,282,0.6565420627593994
1729042345.652461,283,0.34567901492118835
1729042377.6853423,284,0.483582079410553
1729042517.0982316,285,0.380952388048172
1729042683.2615697,290,0.36599424481391907
1729042696.3816006,292,0.4059829115867615
1729042799.9817948,293,0.38283827900886536
1729042838.8813796,295,0.35653650760650635
1729042844.6943429,296,0.3913043439388275
1729042961.9330804,297,0.3449401557445526
1729042970.2350762,298,0.3669724762439728
1729042980.744377,299,0.34032633900642395
1729042989.3821764,300,0.3753846287727356
1729043092.5008035,301,0.3802816867828369
1729043123.0678601,302,0.3941441476345062
1729043135.3020315,303,0.4421052634716034
1729043144.1954136,304,0.38461539149284363
1729043252.793301,305,0.17326731979846954
1729043323.1804912,308,0.21559633314609528
1729043435.2146235,309,0.07228915393352509
1729043452.786467,310,0.07084019482135773
1729043465.5921414,311,0.05394190922379494
1729043482.5069993,312,0.21917808055877686
1729043613.0626817,314,0.1257309913635254
1729043626.504005,315,0.05870841443538666
1729043663.3445883,316,0.0648275837302208
1729043799.392447,317,0.08893709629774094
1729043803.0086944,318,0.06722689419984818
1729043846.0797217,319,0.016646848991513252
1729043861.3602097,320,0.047957371920347214
1729043983.3737042,321,0.055045872926712036
1729043992.9572897,322,0.08982036262750626
1729043995.76173,323,0.11224489659070969
1729044007.9291878,324,0.05363984778523445
1729044134.65338,325,0.02161383256316185
1729044151.0683134,326,0.4029850661754608
1729044173.3678575,327,0.07737397402524948
1729044177.4403088,328,0.14615385234355927
1729044294.3259704,329,0.30612245202064514
1729044359.5962381,331,0.3631123900413513
1729044361.2323892,332,0.30000001192092896
1729044519.3315444,334,0.07413249462842941
1729044549.8187168,336,0.2682119309902191
1729044745.4200506,338,0.09627791494131088
1729044775.2800786,339,0.30627307295799255
1729044807.899279,340,0.23199023306369781
1729044952.7751822,341,0.36936935782432556
1729044966.5988612,342,0.48129674792289734
1729044985.1596985,343,0.38050734996795654
1729045003.8106096,344,0.40438246726989746
1729045182.7255068,345,0.5729537606239319
1729045184.8730748,346,0.4920634925365448
1729045214.7945106,347,0.4948805570602417
1729045233.0935843,348,0.374485582113266
1729045389.9349573,349,0.33820459246635437
1729045416.778862,350,0.3782051205635071
1729045436.9096174,351,0.4108322262763977
1729045447.1654341,352,0.3558897376060486
1729045604.4759166,353,0.39984825253486633
1729045608.2008984,354,0.3252032399177551
1729045626.8052382,355,0.568345308303833
1729045644.8944585,356,0.33918920159339905
1729045784.9094126,357,0.33796295523643494
1729045797.054854,358,0.4268041253089905
1729045803.4195495,359,0.6305220723152161
1729045810.9562957,360,0.3613138794898987
1729045931.5491595,361,0.4628571569919586
1729045954.9804401,362,0.34818652272224426
1729045977.0792336,363,0.34198644757270813
1729045985.9162982,364,0.35087719559669495
1729046094.496243,365,0.3484848439693451
1729046128.26413,366,0.3480144441127777
1729046134.5001252,367,0.38683128356933594
1729046140.1973429,368,0.38596490025520325
1729046268.0209315,369,0.33705177903175354
1729046318.747753,371,0.46850043535232544
1729046329.0993192,372,0.8487179279327393
1729046485.546817,374,0.46691635251045227
1729046511.019251,375,0.7979797720909119
1729046541.4014227,376,0.39593908190727234
